Epoch,Accuracy,F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.23645,0.23645,0.17835299389202205,0.17835299389202205,2.055531124104845
1.0,0.31355000000000005,0.31355000000000005,0.2863685126755761,0.2863685126755761,1.905434156985993
2.0,0.36283333333333334,0.36283333333333334,0.3493877217026126,0.3493877217026126,1.7878727011224058
3.0,0.38358333333333333,0.38358333333333333,0.3718368899947126,0.3718368899947126,1.7333096520697815
4.0,0.4078166666666666,0.4078166666666666,0.40220501712424195,0.40220501712424195,1.6642985470751497
5.0,0.42889999999999995,0.42889999999999995,0.4200439372592105,0.4200439372592105,1.608345716811241
6.0,0.43823333333333336,0.43823333333333336,0.4300109983566346,0.4300109983566346,1.5765765745589075
7.0,0.4407333333333333,0.4407333333333333,0.43427299863242086,0.43427299863242086,1.5672385915796807
8.0,0.44878333333333337,0.44878333333333337,0.43770304778915686,0.43770304778915686,1.5473807738182392
9.0,0.45804999999999996,0.45804999999999996,0.44738067100876916,0.44738067100876916,1.5104854729581387
10.0,0.46690000000000004,0.46690000000000004,0.46159704042495936,0.4615970404249593,1.4925930179179983
11.0,0.4749666666666667,0.4749666666666667,0.4697912675724356,0.4697912675724356,1.4753446388751903
12.0,0.47883333333333333,0.47883333333333333,0.47101012677123144,0.47101012677123144,1.4605250941946153
13.0,0.4882833333333334,0.4882833333333334,0.48205340334030666,0.48205340334030666,1.4320811678754521
14.0,0.49168333333333336,0.49168333333333336,0.48804144747583916,0.4880414474758391,1.4311505056442098
15.0,0.48650000000000004,0.48650000000000004,0.4817149369783362,0.4817149369783362,1.443846869468689
16.0,0.4901833333333333,0.4901833333333333,0.48109843954008163,0.48109843954008163,1.4233157099561484
17.0,0.5015000000000001,0.5015000000000001,0.49671682996533184,0.49671682996533184,1.4007972775621618
18.0,0.5024166666666666,0.5024166666666666,0.49558030686544097,0.49558030686544097,1.3985635216565844
19.0,0.5014000000000001,0.5014000000000001,0.49477534095384434,0.49477534095384434,1.4017912059388262
20.0,0.4960833333333333,0.4960833333333333,0.48652661014299464,0.48652661014299464,1.4076921842199692
21.0,0.5071166666666667,0.5071166666666667,0.5035564817528734,0.5035564817528734,1.3792337339609229
22.0,0.5096833333333334,0.5096833333333334,0.5048483428944228,0.5048483428944229,1.377793878190061
23.0,0.51145,0.51145,0.5063320454479792,0.5063320454479793,1.3667136720520383
24.0,0.5110666666666667,0.5110666666666667,0.504681890217574,0.5046818902175741,1.3691257281506315
25.0,0.5126000000000001,0.5126000000000001,0.5084140222785472,0.5084140222785472,1.3664947333488058
26.0,0.5099833333333332,0.5099833333333332,0.5028548489423276,0.5028548489423277,1.365517707073942
27.0,0.51755,0.51755,0.511805013275152,0.511805013275152,1.356117506864223
28.0,0.5182166666666668,0.5182166666666668,0.5113500820337581,0.5113500820337581,1.3540489713562294
29.0,0.52485,0.52485,0.5187893341503743,0.5187893341503743,1.3383282766697255
30.0,0.52545,0.52545,0.5201533855895413,0.520153385589541,1.332082444619625
31.0,0.52625,0.52625,0.5212325473818431,0.5212325473818431,1.3333588459390273
32.0,0.5264166666666668,0.5264166666666668,0.5208499025721806,0.5208499025721806,1.3320878359865636
33.0,0.5268333333333334,0.5268333333333334,0.5239053103516695,0.5239053103516695,1.3256725994830436
34.0,0.52945,0.52945,0.5269741657593201,0.5269741657593201,1.3234573822706301
