Epoch,Accuracy,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.10453846153846154,0.10453846153846154,0.039066266402619024,0.03906626640261903,0.10453846153846154,0.10453846153846154,0.10453846153846154,0.10453846153846154,0.027515614008372775,0.02751561400837278,2.3299645202915844
1.0,0.12169230769230768,0.12169230769230768,0.05644476027260429,0.05644476027260429,0.12169230769230768,0.12169230769230772,0.12169230769230768,0.12169230769230768,0.0409118720870975,0.0409118720870975,2.30041766166687
2.0,0.15007692307692308,0.15007692307692308,0.07517532210364701,0.07517532210364702,0.15007692307692308,0.15007692307692305,0.15007692307692308,0.15007692307692308,0.07065660779548169,0.07065660779548169,2.255055596188801
3.0,0.20876923076923076,0.20876923076923076,0.19507293844453844,0.1950729384445385,0.20876923076923076,0.20876923076923076,0.20876923076923076,0.20876923076923073,0.1367046957468984,0.1367046957468984,2.100649691791069
4.0,0.23453846153846153,0.23453846153846153,0.2585706138402087,0.25857061384020874,0.23453846153846153,0.23453846153846153,0.23453846153846153,0.23453846153846153,0.186079004637339,0.186079004637339,2.0191687886307883
5.0,0.2581538461538462,0.2581538461538462,0.2825956478342492,0.2825956478342492,0.2581538461538462,0.2581538461538462,0.2581538461538462,0.2581538461538462,0.21158492650498353,0.21158492650498353,1.9924991328541826
6.0,0.28230769230769226,0.28230769230769226,0.2965441840582038,0.2965441840582039,0.28230769230769226,0.28230769230769226,0.28230769230769226,0.28230769230769226,0.23821864371497523,0.23821864371497523,1.934090104335692
7.0,0.2955384615384615,0.2955384615384615,0.3058499266598822,0.3058499266598822,0.2955384615384615,0.2955384615384616,0.2955384615384615,0.2955384615384615,0.2588517647222539,0.25885176472225396,1.8918186048182046
8.0,0.29969230769230765,0.29969230769230765,0.3131540533547363,0.3131540533547363,0.29969230769230765,0.29969230769230765,0.29969230769230765,0.29969230769230765,0.2686680537207494,0.2686680537207494,1.8779928626083748
9.0,0.30253846153846153,0.30253846153846153,0.3244945250999222,0.3244945250999222,0.30253846153846153,0.30253846153846153,0.30253846153846153,0.30253846153846153,0.27671972330317435,0.27671972330317435,1.8709351277932886
10.0,0.3207692307692308,0.3207692307692308,0.3323260263483113,0.3323260263483112,0.3207692307692308,0.32076923076923075,0.3207692307692308,0.3207692307692308,0.2869209372580763,0.2869209372580763,1.8168794963417985
11.0,0.3373846153846154,0.3373846153846154,0.33854736287065956,0.33854736287065956,0.3373846153846154,0.3373846153846154,0.3373846153846154,0.3373846153846154,0.31570379602669635,0.3157037960266963,1.7881469325321475
12.0,0.34199999999999997,0.34199999999999997,0.3765830287322234,0.3765830287322233,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.3100425240288367,0.31004252402883675,1.7652760761540112
13.0,0.3503846153846154,0.3503846153846154,0.3771132382241394,0.37711323822413945,0.3503846153846154,0.3503846153846154,0.3503846153846154,0.3503846153846154,0.3207857972640006,0.3207857972640006,1.7512001124823964
14.0,0.36453846153846153,0.36453846153846153,0.37362725994231355,0.37362725994231355,0.36453846153846153,0.36453846153846153,0.36453846153846153,0.3645384615384616,0.34594117675873576,0.3459411767587358,1.7163133656106346
15.0,0.375,0.375,0.3943069283783984,0.3943069283783984,0.375,0.375,0.375,0.375,0.35360680221588064,0.3536068022158806,1.6949067272791047
16.0,0.369,0.369,0.4011197714041622,0.4011197714041622,0.369,0.369,0.369,0.36899999999999994,0.35187662423322197,0.35187662423322197,1.6909650261809186
17.0,0.37453846153846154,0.37453846153846154,0.4139624451202457,0.4139624451202457,0.37453846153846154,0.37453846153846154,0.37453846153846154,0.37453846153846154,0.3547834305650004,0.3547834305650004,1.6915431202911748
18.0,0.3792307692307692,0.3792307692307692,0.4134979414629568,0.41349794146295693,0.3792307692307692,0.3792307692307692,0.3792307692307692,0.3792307692307692,0.3576603051258339,0.3576603051258339,1.65928621408416
19.0,0.3831538461538461,0.3831538461538461,0.40956921238682603,0.4095692123868261,0.3831538461538461,0.3831538461538461,0.3831538461538461,0.3831538461538461,0.36704485434364853,0.3670448543436486,1.654472819188746
20.0,0.39238461538461544,0.39238461538461544,0.42163503010287445,0.42163503010287445,0.39238461538461544,0.3923846153846154,0.39238461538461544,0.3923846153846154,0.3762656134058015,0.3762656134058015,1.6428108442120437
21.0,0.39907692307692305,0.39907692307692305,0.42047577062129105,0.42047577062129093,0.39907692307692305,0.3990769230769231,0.39907692307692305,0.39907692307692305,0.38659337159883533,0.3865933715988354,1.6294504177279587
22.0,0.40330769230769226,0.40330769230769226,0.4142639363389601,0.4142639363389601,0.40330769230769226,0.40330769230769237,0.40330769230769226,0.40330769230769226,0.3862477267457786,0.3862477267457786,1.6064842177600394
23.0,0.40138461538461534,0.40138461538461534,0.41663694708573307,0.41663694708573307,0.40138461538461534,0.40138461538461534,0.40138461538461534,0.40138461538461534,0.38438453856821353,0.38438453856821353,1.6078478249107917
24.0,0.39753846153846156,0.39753846153846156,0.4255966679555844,0.4255966679555844,0.39753846153846156,0.3975384615384615,0.39753846153846156,0.39753846153846156,0.3825199346795497,0.38251993467954976,1.6308417326066553
25.0,0.4016923076923077,0.4016923076923077,0.4232570724706622,0.4232570724706621,0.4016923076923077,0.4016923076923077,0.4016923076923077,0.4016923076923077,0.3850871664319702,0.3850871664319702,1.602346549383024
26.0,0.4132307692307692,0.4132307692307692,0.4320657261603305,0.4320657261603305,0.4132307692307692,0.4132307692307692,0.4132307692307692,0.4132307692307692,0.4012881004951036,0.4012881004951036,1.5883548754017525
27.0,0.4185384615384615,0.4185384615384615,0.4447896420386499,0.4447896420386498,0.4185384615384615,0.4185384615384615,0.4185384615384615,0.4185384615384615,0.4071071221615231,0.4071071221615231,1.5767480838589552
28.0,0.4111538461538462,0.4111538461538462,0.42742518143734215,0.42742518143734215,0.4111538461538462,0.4111538461538462,0.4111538461538462,0.4111538461538462,0.39333805128868893,0.393338051288689,1.5976082580845532
29.0,0.42538461538461536,0.42538461538461536,0.43766164620488734,0.4376616462048874,0.42538461538461536,0.42538461538461536,0.42538461538461536,0.42538461538461536,0.4184066786187054,0.4184066786187054,1.5609264536601741
30.0,0.4206153846153846,0.4206153846153846,0.44127743113435935,0.44127743113435924,0.4206153846153846,0.4206153846153846,0.4206153846153846,0.4206153846153846,0.4094622921657859,0.4094622921657859,1.5686325712901792
31.0,0.4283846153846153,0.4283846153846153,0.44292561875899794,0.44292561875899805,0.4283846153846153,0.4283846153846153,0.4283846153846153,0.4283846153846153,0.41613526604117357,0.4161352660411735,1.564354671501532
32.0,0.43015384615384616,0.43015384615384616,0.440591926066409,0.4405919260664091,0.43015384615384616,0.4301538461538462,0.43015384615384616,0.43015384615384616,0.4180793699911374,0.4180793699911374,1.548158251948473
33.0,0.4248461538461538,0.4248461538461538,0.450144689982028,0.450144689982028,0.4248461538461538,0.4248461538461538,0.4248461538461538,0.4248461538461538,0.4147414446179791,0.4147414446179791,1.558648443222046
34.0,0.43353846153846154,0.43353846153846154,0.4563419087160604,0.4563419087160604,0.43353846153846154,0.43353846153846154,0.43353846153846154,0.43353846153846154,0.4222844174636015,0.4222844174636015,1.5443877603949572
35.0,0.4282307692307693,0.4282307692307693,0.44115621141112615,0.44115621141112626,0.4282307692307693,0.42823076923076914,0.4282307692307693,0.4282307692307693,0.4189304966318315,0.4189304966318314,1.5556182343785356
36.0,0.44069230769230766,0.44069230769230766,0.4584457840198852,0.4584457840198852,0.44069230769230766,0.44069230769230766,0.44069230769230766,0.44069230769230766,0.4326351470685103,0.4326351470685103,1.5319148901032238
37.0,0.4328461538461538,0.4328461538461538,0.4454951682173438,0.4454951682173438,0.4328461538461538,0.4328461538461538,0.4328461538461538,0.4328461538461538,0.4255805461021024,0.4255805461021023,1.5414599697764326
38.0,0.44353846153846155,0.44353846153846155,0.4517911530002389,0.45179115300023903,0.44353846153846155,0.4435384615384616,0.44353846153846155,0.44353846153846155,0.4334554808345371,0.4334554808345371,1.5256790603079449
39.0,0.43223076923076925,0.43223076923076925,0.45963974481985026,0.45963974481985026,0.43223076923076925,0.43223076923076914,0.43223076923076925,0.43223076923076925,0.4231508768220088,0.4231508768220088,1.5429850188697256
40.0,0.4351538461538461,0.4351538461538461,0.4548108251117868,0.4548108251117868,0.4351538461538461,0.4351538461538461,0.4351538461538461,0.4351538461538461,0.42485758551508274,0.42485758551508274,1.534394007194333
41.0,0.44061538461538463,0.44061538461538463,0.45135957889739736,0.45135957889739736,0.44061538461538463,0.4406153846153845,0.44061538461538463,0.44061538461538463,0.4311745208387051,0.4311745208387051,1.5187944144737429
42.0,0.4436923076923077,0.4436923076923077,0.4568069719337478,0.4568069719337477,0.4436923076923077,0.4436923076923077,0.4436923076923077,0.4436923076923077,0.4371065944497623,0.4371065944497623,1.5121902948472559
