Epoch,Accuracy,F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.1366923076923077,0.1366923076923077,0.07321565772026081,0.07321565772026081,2.2836218264044783
1.0,0.1483076923076923,0.1483076923076923,0.09356681471668102,0.09356681471668102,2.2279367470159763
2.0,0.18284615384615382,0.18284615384615385,0.12235429175473818,0.12235429175473818,2.161950520189797
3.0,0.21469230769230768,0.21469230769230768,0.15602577871863293,0.15602577871863293,2.06429115621055
4.0,0.24315384615384614,0.24315384615384614,0.19671382001871648,0.19671382001871646,1.998587847918999
5.0,0.2617692307692308,0.2617692307692308,0.2127331122709381,0.2127331122709381,1.937823555527664
6.0,0.2721538461538462,0.2721538461538462,0.22270510330177365,0.22270510330177368,1.8941808462142944
7.0,0.29238461538461535,0.29238461538461535,0.25644288648769714,0.25644288648769714,1.8698150250969863
8.0,0.31492307692307697,0.31492307692307697,0.2831014637631171,0.2831014637631172,1.8296986050722075
9.0,0.32392307692307687,0.32392307692307687,0.29358080536402487,0.29358080536402487,1.799513260329642
10.0,0.325,0.325,0.2898034885686808,0.28980348856868077,1.7870851755142212
11.0,0.3331538461538462,0.3331538461538462,0.3165419238021451,0.3165419238021451,1.7871478877416471
12.0,0.3483076923076923,0.3483076923076923,0.3286537087793236,0.32865370877932365,1.7516478992089994
13.0,0.3483076923076923,0.3483076923076923,0.3262163349984909,0.3262163349984909,1.7449307226553195
14.0,0.3486923076923077,0.3486923076923077,0.3285004962906502,0.3285004962906502,1.7328796357643312
15.0,0.34761538461538455,0.34761538461538455,0.3234277478327236,0.3234277478327236,1.723993363613036
16.0,0.3608461538461538,0.3608461538461538,0.3387085257344949,0.33870852573449495,1.7134533556496223
17.0,0.3627692307692308,0.3627692307692308,0.33398688791099623,0.33398688791099623,1.709630285239801
18.0,0.3747692307692308,0.3747692307692308,0.3561634517688216,0.35616345176882164,1.6889168559051142
19.0,0.3764615384615385,0.3764615384615385,0.35948938369995587,0.35948938369995587,1.6782849439760532
20.0,0.3803076923076923,0.38030769230769235,0.3642062455893229,0.3642062455893229,1.6510096567433057
21.0,0.38184615384615384,0.38184615384615384,0.36133082535771754,0.36133082535771754,1.670453708346297
22.0,0.3913846153846154,0.39138461538461533,0.3798447751253112,0.3798447751253112,1.6416529126283599
23.0,0.38707692307692304,0.38707692307692304,0.3684865684537141,0.36848656845371414,1.652718227665599
24.0,0.3983846153846154,0.3983846153846154,0.38682697509546954,0.38682697509546954,1.6290733343217432
25.0,0.4003846153846154,0.4003846153846154,0.3878195282140877,0.3878195282140877,1.6161174931177278
26.0,0.4026923076923077,0.4026923076923077,0.382859412428654,0.382859412428654,1.6066975076024126
27.0,0.40238461538461545,0.40238461538461545,0.3839889412939644,0.3839889412939643,1.6093808749826946
28.0,0.40892307692307694,0.40892307692307694,0.3947435437655771,0.3947435437655771,1.597047396985496
29.0,0.4050000000000001,0.40499999999999997,0.39496821293813117,0.3949682129381312,1.592446005635145
30.0,0.41123076923076923,0.41123076923076923,0.39679745172219383,0.39679745172219383,1.578935899385592
31.0,0.40992307692307695,0.40992307692307695,0.3993947625844712,0.3993947625844711,1.5858830911357227
32.0,0.41507692307692307,0.41507692307692307,0.3979675981620897,0.3979675981620897,1.564761577001432
