75,0.1,avg_color,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.6321142857142857,0.6321142857142857,0.6259382069278707,0.6259382069278707,0.9777785210304609,1003.0174987792968,557.9506800174713
75,0.1,avg_color centroid,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.7399142857142856,0.7399142857142856,0.7346528621320966,0.7346528621320964,0.6916051928311178,1037.279366874695,532.0981557369232
75,0.1,avg_color centroid std_deviation_color,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.7632000000000001,0.7632000000000001,0.7608304676010815,0.7608304676010814,0.633871645170804,1040.4547284126281,533.0409963130951
75,0.1,avg_color centroid std_deviation_centroid std_deviation_color,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.7794142857142857,0.7794142857142857,0.776474420058014,0.776474420058014,0.593945634337865,1037.8590799331664,536.423924446106
75,0.1,avg_color centroid num_pixels std_deviation_color,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.7714142857142857,0.7714142857142857,0.771057006226478,0.7710570062264781,0.6083304426169287,1038.844082212448,571.5390112400055
10,0.1,avg_color centroid std_deviation_centroid std_deviation_color,6.555983333333334,1.1091735059894323,10.684583333333334,2.6706046118913886,0.6928714285714286,0.6928714285714286,0.686987635856575,0.686987635856575,0.8427285851953237,1070.332598543167,430.98563170433044
20,0.1,avg_color centroid std_deviation_centroid std_deviation_color,17.3307,2.344114084965434,37.712716666666665,6.413622347762786,0.7353142857142856,0.7353142857142856,0.730402117084918,0.7304021170849178,0.7218971175962388,1049.1403731346131,460.33880734443665
50,0.1,avg_color centroid std_deviation_centroid std_deviation_color,37.02563333333333,3.7760706559714805,94.77511666666666,12.580144838317862,0.7550285714285714,0.7550285714285714,0.7535234569163366,0.7535234569163365,0.663691948048056,1016.1047014713288,492.3165717124939
100,0.1,avg_color centroid std_deviation_centroid std_deviation_color,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.7813857142857144,0.7813857142857142,0.7778539539074045,0.7778539539074045,0.5890571991466496,1040.8551633358002,541.9526426792145
200,0.1,avg_color centroid std_deviation_centroid std_deviation_color,176.90845,6.425506615370236,578.9775166666667,30.915603037404736,0.8283571428571428,0.8283571428571428,0.8252624289495749,0.8252624289495747,0.4680802666161159,1058.251464033127,696.8477878570557
400,0.1,avg_color centroid std_deviation_centroid std_deviation_color,784.0,0.0,2970.0,0.0,0.8639428571428571,0.8639428571428571,0.8629123497078861,0.8629123497078861,0.3750884819928914,1799.8024985790253,1894.720867395401
75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8135,0.8135,0.8107801095286412,0.810780109528641,0.49527988421590363,1447.6789385795594,0
75,0.1,1NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,156.24393333333333,3.826760578986996,0.8213857142857144,0.8213857142857144,0.8183571972836742,0.8183571972836742,0.4828559091510294,775.6632020950317,161.56016731262207
75,0.1,2NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,312.48786666666666,7.653521157973992,0.8164571428571428,0.8164571428571428,0.8138059119243574,0.8138059119243574,0.4976392171154284,797.5199533462525,198.73497605323792
75,0.1,4NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,624.9757333333333,15.307042315947983,0.8157571428571428,0.8157571428571428,0.8134184844631933,0.8134184844631932,0.49274472843294276,867.8000202655792,201.78598523139954
75,0.1,8NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,1249.9514666666666,30.614084631895967,0.7922571428571429,0.7922571428571429,0.7882859132771036,0.7882859132771036,0.547197971986309,927.269334936142,196.09002423286438
75,0.1,16NNSpatial,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,2499.9029333333333,61.22816926379193,0.7590857142857144,0.7590857142857144,0.7541107853592818,0.7541107853592818,0.6275227514848318,1071.046124792099,203.3193781375885
75,0.1,1NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,156.24393333333333,3.826760578986996,0.8193428571428572,0.8193428571428572,0.8174783244836148,0.8174783244836146,0.4915753853239425,783.0548057079316,168.5142204761505
75,0.1,2NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,312.48786666666666,7.653521157973992,0.8065428571428571,0.8065428571428571,0.8043515573566008,0.8043515573566008,0.5208632941659727,853.4423069477082,207.01482915878296
75,0.1,4NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,624.9757333333333,15.307042315947983,0.8006142857142857,0.8006142857142857,0.7966483856093964,0.7966483856093964,0.5312235140773259,852.4226500988007,209.80637049674988
75,0.1,8NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,1249.9514666666666,30.614084631895967,0.7873428571428571,0.7873428571428571,0.7844654831845402,0.7844654831845401,0.5615129575609616,915.7196876049042,209.71047377586365
75,0.1,16NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,2499.9029333333333,61.22816926379193,0.757,0.757,0.7534058832508397,0.7534058832508397,0.6363948541144803,1096.8770349502563,205.05802702903748
