75,0.1,avg_color,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.6321142857142857,0.6321142857142857,0.6259382069278707,0.6259382069278707,0.9777785210304609,1003.0174987792968,557.9506800174713
75,0.1,avg_color centroid,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.7399142857142856,0.7399142857142856,0.7346528621320966,0.7346528621320964,0.6916051928311178,1037.279366874695,532.0981557369232
75,0.1,avg_color centroid std_deviation_color,68.81605,4.80464834621987,196.94301666666667,17.586409607982016,0.7632000000000001,0.7632000000000001,0.7608304676010815,0.7608304676010814,0.633871645170804,1040.4547284126281,533.0409963130951
75,0.1,1NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,156.24393333333333,3.826760578986996,0.8373000000000002,0.8373000000000002,0.8351181700602728,0.8351181700602728,0.446990479195499,776.116678237915,195.44131422042847
75,0.1,2NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,312.48786666666666,7.653521157973992,0.8358857142857143,0.8358857142857143,0.8330951407562164,0.8330951407562164,0.44808310931676054,800.2644445419312,202.08241176605225
75,0.1,4NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,624.9757333333333,15.307042315947983,0.8266857142857142,0.8266857142857142,0.8243730608230868,0.8243730608230866,0.47055716537721626,856.0075797557831,202.6714313030243
75,0.1,8NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,1249.9514666666666,30.614084631895967,0.8141142857142857,0.8141142857142857,0.8112557571134105,0.8112557571134105,0.5005796691734496,915.3972254276275,200.25862646102905
75,0.1,16NNFeature,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,2499.9029333333333,61.22816926379193,0.7865714285714286,0.7865714285714286,0.7831211850060024,0.7831211850060023,0.5685471420963061,1096.1498708724976,202.21918725967407
10,0.1,RAG,SLIC,avg_color centroid std_deviation_centroid std_deviation_color,12.9602,2.0176015364784,53.07866666666666,11.047633753684794,0.720957142857143,0.720957142857143,0.7174179863141935,0.7174179863141935,0.720957142857143,0.7209571428571429,0.720957142857143,0.7209571428571429,0.7152728352650368,0.7152728352650367,0.7453633867442335,764.8445644378662,59.01217842102051
20,0.1,RAG,SLIC,avg_color centroid std_deviation_centroid std_deviation_color,21.766166666666667,2.7901771698028224,97.1923,15.460528905678917,0.7591142857142857,0.7591142857142857,0.7562380757577492,0.7562380757577492,0.7591142857142857,0.7591142857142857,0.7591142857142857,0.7591142857142857,0.754065469455574,0.7540654694555738,0.6304084960456309,778.310624074936,74.21454334259033
50,0.1,RAG,SLIC,avg_color centroid std_deviation_centroid std_deviation_color,67.75158333333333,4.625127655145195,321.9445666666667,24.138603808261617,0.8122285714285715,0.8122285714285715,0.8134823488025722,0.8134823488025722,0.8122285714285715,0.8122285714285715,0.8122285714285715,0.8122285714285715,0.8101981930101727,0.8101981930101726,0.494837749820866,837.4788500785828,171.9453341960907
100,0.1,RAG,SLIC,avg_color centroid std_deviation_centroid std_deviation_color,109.19333333333333,10.867644127817623,518.9002666666667,44.594604157105024,0.8223285714285714,0.8223285714285714,0.8217480200423649,0.8217480200423649,0.8223285714285714,0.8223285714285714,0.8223285714285714,0.8223285714285714,0.8191772011847755,0.8191772011847755,0.4751780222403948,866.7675485610962,356.58168029785156
200,0.1,RAG,SLIC,avg_color centroid std_deviation_centroid std_deviation_color,109.19333333333333,10.867644127817623,518.9002666666667,44.594604157105024,0.822242857142857,0.822242857142857,0.8222224268854068,0.8222224268854068,0.822242857142857,0.8222428571428573,0.822242857142857,0.8222428571428573,0.8202102364403508,0.820210236440351,0.4762297929013701,883.6533319950104,362.11275148391724
400,0.1,RAG,SLIC,avg_color centroid std_deviation_centroid std_deviation_color,109.19333333333333,10.867644127817623,518.9002666666667,44.594604157105024,0.823242857142857,0.823242857142857,0.822304772640706,0.822304772640706,0.823242857142857,0.8232428571428573,0.823242857142857,0.823242857142857,0.8193394943211443,0.8193394943211443,0.4736947427329408,869.9465700626373,358.8365595340729
