Epoch,Accuracy,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.4452857142857143,0.4452857142857143,0.4581076855682376,0.4581076855682376,0.4452857142857143,0.4452857142857143,0.4452857142857143,0.4452857142857143,0.41935606990930185,0.41935606990930185,1.455447073940817
1.0,0.46637142857142855,0.46637142857142855,0.481401107504743,0.481401107504743,0.46637142857142855,0.46637142857142866,0.46637142857142855,0.46637142857142855,0.43689209298268644,0.4368920929826864,1.359469309898272
2.0,0.4796714285714286,0.4796714285714286,0.49812416392789804,0.49812416392789804,0.4796714285714286,0.4796714285714286,0.4796714285714286,0.4796714285714286,0.4650888756231554,0.4650888756231554,1.3342881356200127
3.0,0.5002571428571428,0.5002571428571428,0.5093078549029657,0.5093078549029657,0.5002571428571428,0.5002571428571428,0.5002571428571428,0.5002571428571428,0.482620384341773,0.4826203843417729,1.29263590753895
4.0,0.4983714285714286,0.4983714285714286,0.5144711525925432,0.5144711525925434,0.4983714285714286,0.4983714285714285,0.4983714285714286,0.4983714285714286,0.4752690116047032,0.4752690116047032,1.2875690839062
5.0,0.5046428571428572,0.5046428571428572,0.5171766073965826,0.5171766073965824,0.5046428571428572,0.5046428571428572,0.5046428571428572,0.5046428571428572,0.48274681977145767,0.4827468197714578,1.2688720472327106
6.0,0.5101714285714285,0.5101714285714285,0.5344211624796887,0.5344211624796887,0.5101714285714285,0.5101714285714285,0.5101714285714285,0.5101714285714285,0.49019057363395974,0.49019057363395985,1.254626509152591
7.0,0.5245142857142857,0.5245142857142857,0.5305929468083177,0.5305929468083177,0.5245142857142857,0.5245142857142857,0.5245142857142857,0.5245142857142857,0.5131476167716137,0.5131476167716137,1.2375415778051226
8.0,0.5284571428571428,0.5284571428571428,0.5390883548588459,0.5390883548588459,0.5284571428571428,0.5284571428571428,0.5284571428571428,0.5284571428571428,0.5190228091235867,0.5190228091235867,1.2273883435824147
9.0,0.5303000000000001,0.5303000000000001,0.5474381033846426,0.5474381033846425,0.5303000000000001,0.5303,0.5303000000000001,0.5303000000000001,0.5219607388573304,0.5219607388573305,1.2199786942843434
10.0,0.5333142857142856,0.5333142857142856,0.5512115352859068,0.5512115352859068,0.5333142857142856,0.5333142857142856,0.5333142857142856,0.5333142857142856,0.5236407316340654,0.5236407316340654,1.2096750324719572
11.0,0.5336714285714286,0.5336714285714286,0.5417904124781752,0.541790412478175,0.5336714285714286,0.5336714285714286,0.5336714285714286,0.5336714285714286,0.5196484182695831,0.519648418269583,1.1934416275046185
12.0,0.5365428571428571,0.5365428571428571,0.5538843827372295,0.5538843827372295,0.5365428571428571,0.5365428571428571,0.5365428571428571,0.5365428571428571,0.5210013762967866,0.5210013762967866,1.197576422234104
13.0,0.5440571428571429,0.5440571428571429,0.5674897166772516,0.5674897166772516,0.5440571428571429,0.5440571428571429,0.5440571428571429,0.5440571428571429,0.5405605648057439,0.5405605648057439,1.1822820583434954
14.0,0.5446571428571427,0.5446571428571427,0.5601553380719128,0.5601553380719128,0.5446571428571427,0.5446571428571431,0.5446571428571427,0.5446571428571427,0.5356869214388348,0.5356869214388348,1.1756101090069777
15.0,0.5527428571428572,0.5527428571428572,0.5623791136311971,0.5623791136311971,0.5527428571428572,0.5527428571428572,0.5527428571428572,0.5527428571428572,0.5459766043427381,0.5459766043427381,1.1648858936409971
16.0,0.5467285714285715,0.5467285714285715,0.5599776870554086,0.5599776870554086,0.5467285714285715,0.5467285714285715,0.5467285714285715,0.5467285714285715,0.5377131702613319,0.5377131702613319,1.1640862003853332
17.0,0.5509571428571428,0.5509571428571428,0.578628379548352,0.578628379548352,0.5509571428571428,0.5509571428571428,0.5509571428571428,0.5509571428571428,0.5490745135423387,0.5490745135423386,1.1658453428037636
18.0,0.5490571428571429,0.5490571428571429,0.5592246418598981,0.5592246418598981,0.5490571428571429,0.5490571428571429,0.5490571428571429,0.5490571428571429,0.534189182310385,0.5341891823103851,1.1601589610043181
19.0,0.5560285714285714,0.5560285714285714,0.5689965246736174,0.5689965246736174,0.5560285714285714,0.5560285714285713,0.5560285714285714,0.5560285714285714,0.5458372013078033,0.5458372013078034,1.1488638687895858
20.0,0.5574285714285715,0.5574285714285715,0.5658904444573416,0.5658904444573416,0.5574285714285715,0.5574285714285715,0.5574285714285715,0.5574285714285715,0.550490677947187,0.550490677947187,1.1487976164033968
21.0,0.5451714285714286,0.5451714285714286,0.5706854340672465,0.5706854340672463,0.5451714285714286,0.5451714285714286,0.5451714285714286,0.5451714285714286,0.5347964816152626,0.5347964816152626,1.1590136929734112
22.0,0.5549142857142857,0.5549142857142857,0.5734041295284488,0.5734041295284489,0.5549142857142857,0.5549142857142857,0.5549142857142857,0.5549142857142857,0.5473253677416603,0.5473253677416603,1.1441922558497075
23.0,0.5550571428571429,0.5550571428571429,0.5747656356038089,0.5747656356038089,0.5550571428571429,0.5550571428571429,0.5550571428571429,0.5550571428571429,0.5426557822700604,0.5426557822700604,1.1422321371836204
24.0,0.5663285714285714,0.5663285714285714,0.5698732299883226,0.5698732299883227,0.5663285714285714,0.5663285714285714,0.5663285714285714,0.5663285714285714,0.5594289897678382,0.5594289897678382,1.1253847828738766
25.0,0.5493285714285714,0.5493285714285714,0.583202187603902,0.583202187603902,0.5493285714285714,0.5493285714285714,0.5493285714285714,0.5493285714285714,0.5354818260774954,0.5354818260774954,1.1438562075297039
26.0,0.5671428571428572,0.5671428571428572,0.5944194630516342,0.5944194630516342,0.5671428571428572,0.5671428571428572,0.5671428571428572,0.5671428571428572,0.5643531587620361,0.5643531587620361,1.124710076856831
27.0,0.5635428571428571,0.5635428571428571,0.579750443669157,0.579750443669157,0.5635428571428571,0.5635428571428571,0.5635428571428571,0.5635428571428571,0.5549150942152024,0.5549150942152025,1.1225480666987973
28.0,0.5687142857142857,0.5687142857142857,0.5810827960956763,0.5810827960956761,0.5687142857142857,0.5687142857142857,0.5687142857142857,0.5687142857142857,0.5614256939687399,0.5614256939687399,1.1162208587611648
