Epoch,Accuracy,F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.2928428571428571,0.2928428571428571,0.22876595713944897,0.23341941896759338,1.9785342746673653
1.0,0.4568714285714286,0.4568714285714286,0.4318716803361344,0.4380003684811696,1.5493137778756823
2.0,0.5475285714285714,0.5475285714285714,0.5340849210605697,0.5397730412041246,1.317015810807546
3.0,0.5713857142857142,0.5713857142857142,0.5544115392317366,0.5599702049775128,1.2378564466080164
4.0,0.6178142857142858,0.6178142857142858,0.6076375298279812,0.6131401562152258,1.1295280521318793
5.0,0.6243857142857143,0.6243857142857143,0.6098959908541544,0.6152305157179894,1.0980381854592935
6.0,0.6501285714285714,0.6501285714285714,0.6413042495898267,0.6459912994188993,1.034207687258176
7.0,0.6646428571428571,0.6646428571428571,0.6542515688433697,0.6583562209119924,0.9983874778769332
8.0,0.6829142857142857,0.6829142857142857,0.6752059183961595,0.6793875330728086,0.951800079596097
9.0,0.6947714285714286,0.6947714285714286,0.6844343308485152,0.6889262310177907,0.9055753087616403
10.0,0.7125142857142858,0.7125142857142858,0.7065254159444765,0.7101893433774927,0.8586304007599888
11.0,0.7212571428571429,0.7212571428571428,0.7168968937846769,0.7203617353537913,0.8340151927514707
12.0,0.7319,0.7319,0.7266188742111821,0.7300730050504682,0.8030549188727113
13.0,0.7394000000000001,0.7394000000000001,0.7340408288258103,0.7373348666684749,0.7824214421178651
14.0,0.7445999999999999,0.7446,0.7399951128743791,0.7428406670211494,0.7629325972027974
15.0,0.7495571428571428,0.7495571428571428,0.7438304783444829,0.7470738328455507,0.7520408866612336
16.0,0.7568142857142857,0.7568142857142857,0.7518641194638763,0.7547631765473051,0.7228580065786022
17.0,0.7669857142857144,0.7669857142857143,0.7633496466223384,0.766123602725137,0.6988891202293029
18.0,0.7746428571428572,0.7746428571428572,0.7714280541732841,0.7741981515024758,0.681081066120705
19.0,0.7803000000000001,0.7803000000000001,0.7757670873488747,0.7782211498748065,0.6608006232677528
20.0,0.7825857142857142,0.7825857142857142,0.7780332990646948,0.7806456252710768,0.6489997432384318
21.0,0.7824,0.7824,0.7784624252298802,0.7809512463181219,0.6512630228038248
22.0,0.7938285714285713,0.7938285714285713,0.7918848046111712,0.7941763342506112,0.6186384640872207
23.0,0.8017,0.8017,0.799218597748158,0.8015539599289765,0.5993527111125319
24.0,0.8011714285714285,0.8011714285714288,0.7970320844685352,0.7993802663179445,0.5985745676576275
25.0,0.8013285714285715,0.8013285714285715,0.7984545183998482,0.8009028126455771,0.5942609655530486
26.0,0.8067142857142858,0.8067142857142858,0.8035313686900057,0.8056144526613543,0.5802367428802464
27.0,0.8127142857142857,0.8127142857142857,0.8102928234456082,0.8124366676880281,0.5634742580456276
28.0,0.8157428571428571,0.8157428571428571,0.8122638477622124,0.8142467759543024,0.5560460040422335
29.0,0.8149142857142857,0.8149142857142857,0.8126826776304196,0.8145886445673144,0.5528526321665882
30.0,0.8220857142857143,0.8220857142857143,0.8199034243524324,0.8218339340517474,0.5377931606823995
31.0,0.8262714285714285,0.8262714285714285,0.8243401278476892,0.826278697958356,0.5281496843246565
32.0,0.8269285714285715,0.8269285714285715,0.8250235835475384,0.8269196205359235,0.5256737247041372
33.0,0.8248428571428571,0.8248428571428571,0.8226166615355371,0.8245417143018796,0.5294031064668203
34.0,0.8346571428571428,0.8346571428571428,0.8324600918530918,0.8342524985528741,0.5015641186743566
35.0,0.8271142857142857,0.8271142857142857,0.8250615943600378,0.8267426593218781,0.520387835358376
36.0,0.8296857142857142,0.8296857142857142,0.8271475725467641,0.8292637468291832,0.5148398538974867
37.0,0.8381000000000001,0.8381000000000001,0.836901265901503,0.8388265431687116,0.4917712905091238
38.0,0.836342857142857,0.836342857142857,0.834767241673093,0.8366439823062226,0.4972264515346588
39.0,0.8411,0.8411,0.8394743917702897,0.8412200729487049,0.48347556931243096
40.0,0.8408142857142857,0.8408142857142857,0.839117833705777,0.8406895974026982,0.4836161526642978
41.0,0.8417857142857145,0.8417857142857145,0.8398738618647974,0.8416536609414615,0.4823822271333982
42.0,0.8429428571428572,0.8429428571428572,0.8410379837816858,0.8428191558312916,0.47603331058537035
43.0,0.8450714285714286,0.8450714285714286,0.8431100079387999,0.8448342703941238,0.4716012733439877
44.0,0.8473142857142856,0.8473142857142857,0.8455980622312829,0.8473482871175063,0.465121072626005
45.0,0.8460428571428572,0.8460428571428572,0.8438113013229807,0.8453642695697138,0.46738089778924097
46.0,0.8512285714285716,0.8512285714285716,0.8497052521542635,0.8512898139354549,0.45146836284633096
47.0,0.8429571428571428,0.8429571428571428,0.8411108885490449,0.8427905101965326,0.4753382238759298
48.0,0.8473142857142857,0.8473142857142857,0.8457469509316,0.8474091337107611,0.46321035205773564
49.0,0.8494571428571429,0.8494571428571429,0.8477532986023266,0.8494093255520807,0.46069009622482404
50.0,0.8495142857142856,0.8495142857142856,0.8479613502788881,0.8495764953601886,0.4581775873082957
51.0,0.8522142857142858,0.8522142857142857,0.8504094126226655,0.8519081998364827,0.4492475960896984
52.0,0.8489571428571429,0.8489571428571429,0.8471520201688019,0.8487774769108454,0.4586496627085829
53.0,0.8536285714285714,0.8536285714285714,0.8512201864370212,0.8527219259680185,0.4463965009132477
54.0,0.8549428571428571,0.8549428571428571,0.8536038140405482,0.8550455063766085,0.4414123585098955
55.0,0.8532571428571428,0.8532571428571428,0.8513289113719671,0.8528563853903677,0.44555559452265914
56.0,0.8556142857142858,0.8556142857142858,0.8537737462282419,0.8553084942677003,0.4391401270617089
57.0,0.8552714285714286,0.8552714285714286,0.8535594435737451,0.8550939329406528,0.44146015883580736
58.0,0.8601428571428572,0.8601428571428572,0.8585443766669719,0.8599928270461371,0.4274029269814491
59.0,0.8545428571428572,0.8545428571428572,0.8527026776289922,0.8542884581622463,0.44158634442716976
60.0,0.8578714285714286,0.8578714285714286,0.8564908177423829,0.8580530604908994,0.43003906388533164
61.0,0.8601142857142857,0.8601142857142857,0.8584634357421255,0.8598199880975377,0.42745495534514727
62.0,0.8597571428571429,0.8597571428571429,0.858225967812287,0.8597732039556959,0.429850950306409
63.0,0.8604714285714286,0.8604714285714286,0.8590445840530834,0.8604061651735402,0.4265819859423049
64.0,0.8585857142857144,0.8585857142857144,0.8570874084032288,0.858578000606304,0.42985175423426175
65.0,0.8584714285714286,0.8584714285714286,0.856914418552509,0.8583528150331216,0.4297062146609232
66.0,0.8639285714285716,0.8639285714285716,0.8622990535949604,0.8637808441439567,0.41574855205947403
67.0,0.8624285714285713,0.8624285714285713,0.8607670051821217,0.8622154488163636,0.41950357191638865
68.0,0.8622428571428571,0.8622428571428573,0.8604807261281042,0.8618768689234795,0.4214224024178231
69.0,0.8638999999999999,0.8638999999999999,0.8626408453015755,0.8641325303148804,0.417822076087673
70.0,0.8656857142857142,0.8656857142857142,0.8638726339918955,0.86530498724893,0.413748710272519
71.0,0.8632142857142858,0.8632142857142858,0.8617310532810517,0.8631350593366168,0.41510921213180507
72.0,0.8652714285714286,0.8652714285714286,0.8634305913455401,0.8648275088991305,0.41307535043590143
73.0,0.862957142857143,0.862957142857143,0.8615234734587242,0.863009395134501,0.4203115751482036
74.0,0.8640428571428572,0.8640428571428572,0.8624988953134922,0.8638744115644028,0.41395007608007617
75.0,0.8666571428571428,0.8666571428571428,0.8654840314903703,0.8668374160850989,0.4056520737741637
76.0,0.8678714285714285,0.8678714285714285,0.8666460554413413,0.8679792136969675,0.40366095452820333
77.0,0.8692857142857143,0.8692857142857143,0.8675282565980303,0.8689114194618851,0.39978904528160614
78.0,0.8683428571428571,0.8683428571428571,0.8666677495546764,0.8680241801505227,0.40347177522367544
79.0,0.8701571428571429,0.8701571428571429,0.8686881634622488,0.8699105907010607,0.3972033496861044
80.0,0.8706285714285714,0.8706285714285713,0.8691193318606649,0.8704500972834712,0.39540852170148394
81.0,0.8691571428571429,0.8691571428571429,0.8679861492893475,0.8693293796768626,0.39952644044405794
82.0,0.8682714285714285,0.8682714285714285,0.8673465314305739,0.8686987258403143,0.39855807207218585
83.0,0.8710571428571428,0.8710571428571428,0.8697237804640097,0.8711126296659157,0.3934302868976441
84.0,0.8731714285714286,0.8731714285714286,0.8720661374466079,0.8733534149902351,0.38915393587252867
85.0,0.8727285714285713,0.8727285714285713,0.8716298936877515,0.8729032394764502,0.38953741436407446
86.0,0.8728714285714286,0.8728714285714286,0.8712272288453304,0.8725693547331614,0.3919349394432486
87.0,0.8677857142857143,0.8677857142857144,0.8662535141777233,0.8674983509695104,0.40176379510528965
88.0,0.8717571428571429,0.8717571428571429,0.870138098087773,0.871447393569882,0.39268512742840533
89.0,0.8757142857142857,0.8757142857142857,0.8745802008748639,0.8757467362503226,0.3784070707619462
90.0,0.8727428571428572,0.8727428571428572,0.8716443212938302,0.872953997290395,0.38882290118769425
91.0,0.8722571428571427,0.8722571428571427,0.8710624548940025,0.8722800240181974,0.38964839324559253
92.0,0.8765285714285713,0.8765285714285713,0.8750649429836896,0.8763597460179435,0.3811482251098711
93.0,0.8786714285714285,0.8786714285714285,0.8773663837954352,0.8785810156391044,0.37318543119517633
94.0,0.8763285714285715,0.8763285714285715,0.8748836330369276,0.8761036576504759,0.37932542848940853
95.0,0.8745428571428573,0.8745428571428573,0.8736025758775007,0.8749319262558164,0.38457413422598685
96.0,0.8743142857142857,0.8743142857142857,0.8731450621082277,0.8744932484615167,0.3886449678439528
97.0,0.8759285714285714,0.8759285714285714,0.8745214260145662,0.8758485535143142,0.3822161374911326
98.0,0.8732857142857142,0.8732857142857142,0.8721163785364492,0.8734149767835445,0.38680207569441294
99.0,0.8734571428571428,0.8734571428571428,0.8722154658722596,0.8734436855980423,0.38697378544910854
