Epoch,Accuracy,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.02325,0.02325,0.011015999597778213,0.011015999597778211,0.02325,0.02325,0.02325,0.02325,0.005696057370973914,0.005696057370973914,4.475998865289891
1.0,0.05801666666666666,0.05801666666666666,0.043227929095693764,0.04322792909569377,0.05801666666666666,0.058016666666666675,0.05801666666666666,0.05801666666666666,0.03017523323843136,0.03017523323843136,4.2269336132293045
2.0,0.08938333333333333,0.08938333333333333,0.06921287482266877,0.06921287482266877,0.08938333333333333,0.08938333333333333,0.08938333333333333,0.08938333333333333,0.05783212347250347,0.05783212347250347,3.9843343131085662
3.0,0.10700000000000001,0.10700000000000001,0.09350544538130412,0.09350544538130412,0.10700000000000001,0.10699999999999998,0.10700000000000001,0.10699999999999998,0.07816423718018253,0.07816423718018253,3.8973428147904414
4.0,0.11753333333333334,0.11753333333333334,0.11642915165608922,0.1164291516560892,0.11753333333333334,0.11753333333333334,0.11753333333333334,0.11753333333333334,0.08950155869138803,0.08950155869138803,3.827726210178213
5.0,0.12738333333333332,0.12738333333333332,0.12246507987589403,0.12246507987589403,0.12738333333333332,0.12738333333333335,0.12738333333333332,0.12738333333333332,0.09997671329827433,0.09997671329827433,3.767067885398865
6.0,0.13288333333333333,0.13288333333333333,0.13583783563713445,0.13583783563713445,0.13288333333333333,0.13288333333333333,0.13288333333333333,0.13288333333333333,0.10717634632008595,0.10717634632008596,3.736096907930171
7.0,0.14554999999999998,0.14554999999999998,0.1482392036256473,0.1482392036256473,0.14554999999999998,0.14554999999999998,0.14554999999999998,0.14554999999999998,0.12116151407581713,0.12116151407581714,3.6687776372787804
8.0,0.14725000000000002,0.14725000000000002,0.1540364775850384,0.1540364775850384,0.14725000000000002,0.14725,0.14725000000000002,0.14725000000000002,0.12266156796804509,0.12266156796804506,3.6499736418115334
9.0,0.15586666666666665,0.15586666666666665,0.16134682099740116,0.16134682099740116,0.15586666666666665,0.15586666666666665,0.15586666666666665,0.15586666666666665,0.13123326877468655,0.13123326877468655,3.61353412663683
10.0,0.16106666666666664,0.16106666666666664,0.16835403583539738,0.16835403583539738,0.16106666666666664,0.16106666666666666,0.16106666666666664,0.16106666666666664,0.138105088143534,0.138105088143534,3.5791902128686304
11.0,0.16548333333333332,0.16548333333333332,0.17079645204226962,0.17079645204226962,0.16548333333333332,0.16548333333333332,0.16548333333333332,0.16548333333333332,0.14271236040603136,0.14271236040603133,3.548306428625229
12.0,0.17271666666666668,0.17271666666666668,0.17870812705821953,0.17870812705821953,0.17271666666666668,0.17271666666666668,0.17271666666666668,0.17271666666666668,0.1485926866088301,0.14859268660883007,3.520154327027341
13.0,0.17534999999999998,0.17534999999999998,0.17712363417264268,0.17712363417264265,0.17534999999999998,0.17534999999999995,0.17534999999999998,0.17534999999999998,0.15134991822778598,0.15134991822778598,3.5015526905972907
14.0,0.18250000000000002,0.18250000000000002,0.1877163872029913,0.1877163872029913,0.18250000000000002,0.18250000000000002,0.18250000000000002,0.18250000000000002,0.1583838318752701,0.1583838318752701,3.470183250498264
