Epoch,Accuracy,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.02733333333333333,0.02733333333333333,0.006726509983102702,0.006726509983102702,0.02733333333333333,0.02733333333333333,0.02733333333333333,0.02733333333333333,0.007028441390810242,0.007028441390810242,4.476082838849818
1.0,0.06333333333333332,0.06333333333333332,0.04946670894098368,0.04946670894098369,0.06333333333333332,0.06333333333333332,0.06333333333333332,0.06333333333333332,0.034688958269694564,0.034688958269694564,4.1622349749220175
2.0,0.09206666666666667,0.09206666666666667,0.08323319104323387,0.08323319104323387,0.09206666666666667,0.09206666666666667,0.09206666666666667,0.09206666666666667,0.060383044477977224,0.060383044477977224,3.969166001360467
3.0,0.10921666666666666,0.10921666666666666,0.09769564553893065,0.09769564553893066,0.10921666666666666,0.10921666666666666,0.10921666666666666,0.10921666666666666,0.07742163238651281,0.07742163238651283,3.863966238245051
4.0,0.12316666666666665,0.12316666666666665,0.113565201760325,0.11356520176032499,0.12316666666666665,0.12316666666666667,0.12316666666666665,0.12316666666666665,0.09613066440535901,0.09613066440535903,3.783136911848758
5.0,0.13238333333333335,0.13238333333333335,0.13907127577674017,0.1390712757767402,0.13238333333333335,0.13238333333333335,0.13238333333333335,0.13238333333333335,0.10557945364965134,0.10557945364965134,3.7427947455264152
6.0,0.14275,0.14275,0.13698969990107784,0.13698969990107784,0.14275,0.14275,0.14275,0.14275,0.11528184396950467,0.11528184396950467,3.681540911502027
7.0,0.14808333333333332,0.14808333333333332,0.1570334230381973,0.15703342303819734,0.14808333333333332,0.14808333333333332,0.14808333333333332,0.14808333333333332,0.12403241115639527,0.1240324111563953,3.643991673246343
8.0,0.15438333333333332,0.15438333333333332,0.15846663182665066,0.1584666318266507,0.15438333333333332,0.15438333333333334,0.15438333333333332,0.15438333333333332,0.13010217391565318,0.13010217391565318,3.611757202858621
9.0,0.16501666666666667,0.16501666666666667,0.17083331879448693,0.1708333187944869,0.16501666666666667,0.16501666666666664,0.16501666666666667,0.16501666666666667,0.13920856478826424,0.13920856478826424,3.5610046828046755
10.0,0.16576666666666667,0.16576666666666667,0.17516503616026577,0.1751650361602658,0.16576666666666667,0.16576666666666667,0.16576666666666667,0.16576666666666667,0.14176808957588466,0.1417680895758846,3.5421277353104124
11.0,0.1716666666666667,0.1716666666666667,0.17405118101772746,0.17405118101772743,0.1716666666666667,0.17166666666666663,0.1716666666666667,0.1716666666666667,0.14752997795877296,0.14752997795877296,3.503726605658836
12.0,0.18121666666666666,0.18121666666666666,0.18469849852857007,0.18469849852857007,0.18121666666666666,0.18121666666666666,0.18121666666666666,0.18121666666666666,0.15637780122501926,0.15637780122501926,3.465892733157949
13.0,0.18263333333333334,0.18263333333333334,0.18874188168952283,0.1887418816895228,0.18263333333333334,0.18263333333333331,0.18263333333333334,0.18263333333333334,0.16168207391079498,0.16168207391079498,3.448926038437701
14.0,0.18856666666666666,0.18856666666666666,0.20303553454938134,0.20303553454938134,0.18856666666666666,0.18856666666666663,0.18856666666666666,0.18856666666666666,0.1677763635203092,0.1677763635203092,3.4220368015005236
15.0,0.19268333333333332,0.19268333333333332,0.19751978828366873,0.1975197882836687,0.19268333333333332,0.19268333333333332,0.19268333333333332,0.19268333333333332,0.16964125121189963,0.16964125121189963,3.3919441755781783
16.0,0.19845000000000002,0.19845000000000002,0.202906820258466,0.202906820258466,0.19845000000000002,0.19844999999999996,0.19845000000000002,0.19845000000000002,0.17642435683699356,0.1764243568369936,3.36597714525588
17.0,0.20173333333333332,0.20173333333333332,0.21073315471442317,0.21073315471442317,0.20173333333333332,0.20173333333333332,0.20173333333333332,0.20173333333333332,0.18154601600840053,0.1815460160084005,3.353190349264348
18.0,0.20338333333333333,0.20338333333333333,0.22120744197410952,0.22120744197410946,0.20338333333333333,0.20338333333333333,0.20338333333333333,0.20338333333333333,0.1853507499266206,0.1853507499266206,3.342771212598111
19.0,0.20948333333333333,0.20948333333333333,0.21859397036093955,0.21859397036093955,0.20948333333333333,0.20948333333333333,0.20948333333333333,0.20948333333333333,0.1901042814051698,0.1901042814051698,3.3070296708573688
20.0,0.20948333333333333,0.20948333333333333,0.22245043405477377,0.22245043405477377,0.20948333333333333,0.2094833333333333,0.20948333333333333,0.20948333333333333,0.19094753093715566,0.19094753093715564,3.304164903468274
